pmid	title	pubYear	authorString	firstAuthor	citedByCount	journalTitle	isOpenAccess	RetractedIn	minPubDate	minRetDate	monthsToRet
17213307	Metabolic regulation of SIRT1 transcription via a HIC1:CtBP corepressor complex.	2007	Zhang Q, Wang SY, Fleuriel C, Leprince D, Rocheleau JV, Piston DW, Goodman RH.	Zhang Q	84	Proc Natl Acad Sci U S A	N	25646486	11-01-2007	04-02-2015	98
9888845	Fusion-competent vaccines: broad neutralization of primary isolates of HIV.	1999	LaCasse RA, Follis KE, Trahey M, Scarborough JD, Littman DR, Nunberg JH.	LaCasse RA	83	Science		12004901	15-01-1999	15-05-2002	41
11304462	Epidermal growth factor receptor transactivation by angiotensin II requires reactive oxygen species in vascular smooth muscle cells.	2001	Ushio-Fukai M, Griendling KK, Becker PL, Hilenski L, Halleran S, Alexander RW.	Ushio-Fukai M	83	Arterioscler Thromb Vasc Biol		24368572	17-04-2001	26-12-2013	155
15198948	Promoter hypermethylation of cancer-related genes: a strong independent prognostic factor in acute lymphoblastic leukemia.	2004	Roman-Gomez J, Jimenez-Velasco A, Castillejo JA, Agirre X, Barrios M, Navarro G, Molina FJ, Calasanz MJ, Prosper F, Heiniger A, Torres A.	Roman-Gomez J	83	Blood		19264925	17-06-2004	07-03-2009	57
17978280	Extracellular heat shock proteins in cell signaling and immunity.	2007	Calderwood SK, Mambula SS, Gray PJ Jr.	Calderwood SK	83	Ann N Y Acad Sci		19580571	06-11-2007	08-07-2009	20
2176153	Cyclic-AMP-responsive transcriptional activation of CREB-327 involves interdependent phosphorylated subdomains.	1990	Lee CQ, Yun YD, Hoeffler JP, Habener JF.	Lee CQ	82	EMBO J	N	8013471	01-12-1990	01-06-1994	43
10335847	A cytosolic catalase is needed to extend adult lifespan in C. elegans daf-C and clk-1 mutants.	1999	Taub J, Lau JF, Ma C, Hahn JH, Hoque R, Rothblatt J, Chalfie M.	Taub J	82	Nature		12610632	21-05-1999	01-03-2003	46
11473870	Colloids versus crystalloids and tissue oxygen tension in patients undergoing major abdominal surgery.	2001	Lang K, Boldt J, Suttner S, Haisch G.	Lang K	82	Anesth Analg		21451066	28-07-2001	01-04-2011	118
11931763	Nuclear receptor function requires a TFTC-type histone acetyl transferase complex.	2002	Yanagisawa J, Kitagawa H, Yanagida M, Wada O, Ogawa S, Nakagomi M, Oishi H, Yamamoto Y, Nagasawa H, McMahon SB, Cole MD, Tora L, Takahashi N, Kato S.	Yanagisawa J	82	Mol Cell		24932468	05-04-2002	17-06-2014	149
15041987	A prospective randomized trial comparing tension-free vaginal tape and transobturator suburethral tape for surgical treatment of stress urinary incontinence.	2004	deTayrac R, Deffieux X, Droupy S, Chauveaud-Lambling A, CalvanÌ¬se-Benamour L, Fernandez H.	deTayrac R	82	Am J Obstet Gynecol		15695968	26-03-2004	08-02-2005	11
19377461	GlcNAcylation of a histone methyltransferase in retinoic-acid-induced granulopoiesis.	2009	Fujiki R, Chikanishi T, Hashiba W, Ito H, Takada I, Roeder RG, Kitagawa H, Kato S.	Fujiki R	81	Nature		24336203	21-04-2009	17-12-2013	57
14985765	The large-conductance Ca2+-activated K+ channel is essential for innate immunity.	2004	Ahluwalia J, Tinker A, Clapp LH, Duchen MR, Abramov AY, Pope S, Nobles M, Segal AW.	Ahluwalia J	80	Nature	N	21048767	27-02-2004	05-11-2010	81
15769183	Neutralizing aptamers from whole-cell SELEX inhibit the RET receptor tyrosine kinase.	2005	Cerchia L, DucongÌ© F, Pestourie C, Boulay J, Aissouni Y, Gombert K, Tavitian B, de Franciscis V, Libri D.	Cerchia L	80	PLoS Biol	Y	26186737	17-03-2005	18-07-2015	126
7708684	Selective inhibition of the platelet-derived growth factor signal transduction pathway by a protein-tyrosine kinase inhibitor of the 2-phenylaminopyrimidine class.	1995	Buchdunger E, Zimmermann J, Mett H, Meyer T, MÌ_ller M, Regenass U, Lydon NB.	Buchdunger E	79	Proc Natl Acad Sci U S A	N	9786782	28-03-1995	24-10-1998	44
10892746	SUMO-1 modification of Mdm2 prevents its self-ubiquitination and increases Mdm2 ability to ubiquitinate p53.	2000	Buschmann T, Fuchs SY, Lee CG, Pan ZQ, Ronai Z.	Buschmann T	78	Cell		12202042	13-07-2000	31-08-2002	26
20068105	Glioma-associated cancer-initiating cells induce immunosuppression.	2010	Wei J, Barr J, Kong LY, Wang Y, Wu A, Sharma AK, Gumin J, Henry V, Colman H, Sawaya R, Lang FF, Heimberger AB.	Wei J	77	Clin Cancer Res	N	25934892	14-01-2010	03-05-2015	65
11856736	Dichotomy of Ca2+ signals triggered by different phospholipid pathways in antigen stimulation of human mast cells.	2002	Melendez AJ, Khaw AK.	Melendez AJ	76	J Biol Chem		23564903	22-02-2002	09-04-2013	135
11007230	Enterocolitis in children with developmental disorders.	2000	Wakefield AJ, Anthony A, Murch SH, Thomson M, Montgomery SM, Davies S, O'Leary JJ, Berelowitz M, Walker-Smith JA.	Wakefield AJ	75	Am J Gastroenterol		20445528	28-09-2000	07-05-2010	117
12823979	Structure of MsbA from Vibrio cholera: a multidrug resistance ABC transporter homolog in a closed conformation.	2003	Chang G.	Chang G.	75	J Mol Biol		17580380	26-06-2003	21-06-2007	49
15163498	The NS1 gene of H5N1 influenza viruses circumvents the host anti-viral cytokine responses.	2004	Seo SH, Hoffmann E, Webster RG.	Seo SH	75	Virus Res		20238474	28-05-2004	19-03-2010	71
17148581	Epigenetic regulation of Wnt-signaling pathway in acute lymphoblastic leukemia.	2007	RomÌÁn-GÌ_mez J, Cordeu L, Agirre X, JimÌ©nez-Velasco A, San JosÌ©-Eneriz E, Garate L, Calasanz MJ, Heiniger A, Torres A, Prosper F.	RomÌÁn-GÌ_mez J	75	Blood		22898606	07-12-2006	18-08-2012	69
9770555	Incidence of dilated cardiomyopathy and detection of HIV in myocardial cells of HIV-positive patients. Gruppo Italiano per lo Studio Cardiologico dei Pazienti Affetti da AIDS.	1998	Barbaro G, Di Lorenzo G, Grisorio B, Barbarini G.	Barbaro G	74	N Engl J Med		12110745	15-10-1998	12-07-2002	46
15099190	Number and activity of endothelial progenitor cells from peripheral blood in patients with hypercholesterolaemia.	2004	Chen JZ, Zhang FR, Tao QM, Wang XX, Zhu JH, Zhu JH.	Chen JZ	74	Clin Sci (Lond)		20958266	22-04-2004	21-10-2010	79
11139469	Angiotensin AT(1) and AT(2) receptors differentially regulate angiopoietin-2 and vascular endothelial growth factor expression and angiogenesis by modulating heparin binding-epidermal growth factor (EGF)-mediated EGF receptor transactivation.	2001	Fujiyama S, Matsubara H, Nozawa Y, Maruyama K, Mori Y, Tsutsumi Y, Masaki H, Uchiyama Y, Koyama Y, Nose A, Iba O, Tateishi E, Ogata N, Jyo N, Higashiyama S, Iwasaka T.	Fujiyama S	72	Circ Res		23704225	05-01-2001	25-05-2013	151
14726590	A new strategy for the synthesis of glycoproteins.	2004	Zhang Z, Gildersleeve J, Yang YY, Xu R, Loo JA, Uryu S, Wong CH, Schultz PG.	Zhang Z	72	Science		19965450	17-01-2004	08-12-2009	72
8939868	Survival of cholinergic forebrain neurons in developing p75NGFR-deficient mice.	1996	Van der Zee CE, Ross GM, Riopelle RJ, Hagg T.	Van der Zee CE	71	Science		10438297	06-12-1996	07-08-1999	32
10626898	Autoimmunity as a consequence of retrovirus-mediated expression of C-FLIP in lymphocytes.	1999	Van Parijs L, Refaeli Y, Abbas AK, Baltimore D.	Van Parijs L	71	Immunity		19378495	08-01-2000	22-04-2009	113
12115878	Evidence for the early involvement of interleukin 17 in human and experimental renal allograft rejection.	2002	Loong CC, Hsieh HG, Lui WY, Chen A, Lin CY.	Loong CC	71	J Pathol		23130366	13-07-2002	07-11-2012	126
20453864	Reprogramming bacteria to seek and destroy an herbicide.	2010	Sinha J, Reyes SJ, Gallivan JP.	Sinha J	71	Nat Chem Biol	Y	24531072	11-05-2010	18-02-2014	46
18387358	Human chromosome 21-derived miRNAs are overexpressed in down syndrome brains and hearts.	2008	Kuhn DE, Nuovo GJ, Martin MM, Malana GE, Pleister AP, Jiang J, Schmittgen TD, Terry AV Jr, Gardiner K, Head E, Feldman DS, Elton TS.	Kuhn DE	70	Biochem Biophys Res Commun	N	23986919	05-04-2008	30-08-2013	66
1281519	Formation of haematopoietic microenvironment and haematopoietic stem cells from single human bone marrow stem cells.	1992	Huang S, Terstappen LW.	Huang S	69	Nature		8152468	24-12-1992	14-04-1994	16
10688189	Directed evolution of new catalytic activity using the alpha/beta-barrel scaffold.	2000	Altamirano MM, Blackburn JM, Aguayo C, Fersht AR.	Altamirano MM	69	Nature		12024219	25-02-2000	25-05-2002	27
18487988	Plant genetic engineering for biofuel production: towards affordable cellulosic ethanol.	2008	Sticklen MB.	Sticklen MB.	69	Nat Rev Genet		21488230	20-05-2008	14-04-2011	35
18458081	Down-regulation of miR-1/miR-133 contributes to re-expression of pacemaker channel genes HCN2 and HCN4 in hypertrophic heart.	2008	Luo X, Lin H, Pan Z, Xiao J, Zhang Y, Lu Y, Yang B, Wang Z.	Luo X	68	J Biol Chem		21961174	07-05-2008	01-10-2011	41
11320386	DNA content as a prognostic marker in patients with oral leukoplakia.	2001	SudbÌü J, Kildal W, Risberg B, Koppang HS, Danielsen HE, Reith A.	SudbÌü J	67	N Engl J Med		17079770	26-04-2001	03-11-2006	67
15811494	Maternal adversity, glucocorticoids and programming of neuroendocrine function and behaviour.	2005	Owen D, Andrews MH, Matthews SG.	Owen D	67	Neurosci Biobehav Rev		23620890	07-04-2005	27-04-2013	98
24476887	Stimulus-triggered fate conversion of somatic cells into pluripotency.	2014	Obokata H, Wakayama T, Sasai Y, Kojima K, Vacanti MP, Niwa H, Yamato M, Vacanti CA.	Obokata H	67	Nature		24990753	31-01-2014	04-07-2014	5
16099949	The mRNA of the Arabidopsis gene FT moves from leaf to shoot apex and induces flowering.	2005	Huang T, BÌ_hlenius H, Eriksson S, Parcy F, Nilsson O.	Huang T	66	Science		17446370	16-08-2005	21-04-2007	20
16790618	The association between duration of storage of transfused red blood cells and morbidity and mortality after reoperative cardiac surgery.	2006	Basran S, Frumento RJ, Cohen A, Lee S, Du Y, Nishanian E, Kaplan HS, Stafford-Smith M, Bennett-Guerrero E.	Basran S	66	Anesth Analg		19448229	23-06-2006	19-05-2009	35
16436437	The serine/threonine kinase PknB of Mycobacterium tuberculosis phosphorylates PBPA, a penicillin-binding protein required for cell division.	2006	Dasgupta A, Datta P, Kundu M, Basu J.	Dasgupta A	65	Microbiology		26231854	27-01-2006	02-08-2015	116
20522778	SphK1 regulates proinflammatory responses associated with endotoxin and polymicrobial sepsis.	2010	Puneet P, Yap CT, Wong L, Lam Y, Koh DR, Moochhala S, Pfeilschifter J, Huwiler A, Melendez AJ.	Puneet P	65	Science		23888019	05-06-2010	27-07-2013	38
11585822	Cholesterol depletion inhibits epidermal growth factor receptor transactivation by angiotensin II in vascular smooth muscle cells: role of cholesterol-rich microdomains and focal adhesions in angiotensin II signaling.	2001	Ushio-Fukai M, Hilenski L, Santanam N, Becker PL, Ma Y, Griendling KK, Alexander RW.	Ushio-Fukai M	64	J Biol Chem		24215069	05-10-2001	12-11-2013	147
18398079	Chemoembolization combined with radiofrequency ablation for patients with hepatocellular carcinoma larger than 3 cm: a randomized controlled trial.	2008	Cheng BQ, Jia CQ, Liu CT, Fan W, Wang QL, Zhang ZL, Yi CH.	Cheng BQ	64	JAMA		19380477	10-04-2008	22-04-2009	13
10915623	CLAVATA3, a multimeric ligand for the CLAVATA1 receptor-kinase.	2000	Trotochaud AE, Jeong S, Clark SE.	Trotochaud AE	63	Science		12775818	01-08-2000	31-05-2003	34
10944516	Ligand type-specific interactions of peroxisome proliferator-activated receptor gamma with transcriptional coactivators.	2000	Kodera Y, Takeyama K, Murayama A, Suzawa M, Masuhiro Y, Kato S.	Kodera Y	63	J Biol Chem		24143011	17-08-2000	22-10-2013	160
12652309	Cytoprotective membrane-permeable peptides designed from the Bax-binding domain of Ku70.	2003	Sawada M, Hayes P, Matsuyama S.	Sawada M	63	Nat Cell Biol		17401390	26-03-2003	03-04-2007	49
18483362	Critical role of notch signaling in osteosarcoma invasion and metastasis.	2008	Zhang P, Yang Y, Zweidler-McKay PA, Hughes DP.	Zhang P	63	Clin Cancer Res	N	24046071	17-05-2008	19-09-2013	65
19015157	Intranasal insulin prevents cognitive decline, cerebral atrophy and white matter changes in murine type I diabetic encephalopathy.	2008	Francis GJ, Martinez JA, Liu WQ, Xu K, Ayer A, Fine J, Tuor UI, Glazner G, Hanson LR, Frey WH 2nd, Toth C.	Francis GJ	63	Brain		24860127	19-11-2008	27-05-2014	67
11535583	Sphingosylphosphorylcholine and lysophosphatidylcholine are ligands for the G protein-coupled receptor GPR4.	2001	Zhu K, Baudhuin LM, Hong G, Williams FS, Cristina KL, Kabarowski JH, Witte ON, Xu Y.	Zhu K	62	J Biol Chem		16498716	06-09-2001	25-02-2006	54
17478559	Identification and characterization of microvesicles secreted by 3T3-L1 adipocytes: redox- and hormone-dependent induction of milk fat globule-epidermal growth factor 8-associated microvesicles.	2007	Aoki N, Jin-no S, Nakagawa Y, Asai N, Arakawa E, Tamura N, Tamura T, Matsuda T.	Aoki N	62	Endocrinology		24298605	05-05-2007	04-12-2013	80
20686576	Branched tricarboxylic acid metabolism in Plasmodium falciparum.	2010	Olszewski KL, Mather MW, Morrisey JM, Garcia BA, Vaidya AB, Rabinowitz JD, LlinÌÁs M.	Olszewski KL	62	Nature	Y	23615611	06-08-2010	26-04-2013	33
20818377	CXCR2 mediates NADPH oxidase-independent neutrophil extracellular trap formation in cystic fibrosis airway inflammation.	2010	Marcos V, Zhou Z, Yildirim AO, Bohla A, Hector A, Vitkov L, Wiedenbauer EM, Krautgartner WD, Stoiber W, Belohradsky BH, Rieber N, Kormann M, Koller B, Roscher A, Roos D, Griese M, Eickelberg O, DÌ_ring G, Mall MA, Hartl D.	Marcos V	62	Nat Med		21738163	07-09-2010	09-07-2011	10
350903	Insulin binding to monocytes and insulin action in human obesity, starvation, and refeeding.	1978	DeFronzo RA, Soman V, Sherwin RS, Hendler R, Felig P.	DeFronzo RA	61	J Clin Invest	N	7002682	01-07-1978	01-08-1980	25
2140957	Renaturation of denatured lambda repressor requires heat shock proteins.	1990	Gaitanaris GA, Papavassiliou AG, Rubock P, Silverstein SJ, Gottesman ME.	Gaitanaris GA	61	Cell		1516129	15-06-1990	04-09-1992	27
11303094	Single-molecule studies of heterogeneous dynamics in polymer melts near the glass transition.	2001	Deschenes LA, Vanden Bout DA.	Deschenes LA	61	Science		16614196	17-04-2001	15-04-2006	61
15578093	Novel APC-like properties of human NK cells directly regulate T cell activation.	2004	Hanna J, Gonen-Gross T, Fitchett J, Rowe T, Daniels M, Arnon TI, Gazit R, Joseph A, Schjetne KW, Steinle A, Porgador A, Mevorach D, Goldman-Wohl D, Yagel S, LaBarre MJ, Buckner JH, Mandelboim O.	Hanna J	61	J Clin Invest	N	25831444	04-12-2004	02-04-2015	126
15968000	S1P3 receptor-induced reorganization of epithelial tight junctions compromises lung barrier integrity and is potentiated by TNF.	2005	Gon Y, Wood MR, Kiosses WB, Jo E, Sanna MG, Chun J, Rosen H.	Gon Y	61	Proc Natl Acad Sci U S A	N	19590011	22-06-2005	11-07-2009	49
17516552	Novel approaches for gene-specific interference via manipulating actions of microRNAs: examination on the pacemaker channel genes HCN2 and HCN4.	2007	Xiao J, Yang B, Lin H, Lu Y, Luo X, Wang Z.	Xiao J	61	J Cell Physiol		22120875	23-05-2007	29-11-2011	55
8096625	Long-term correction of rat model of Parkinson's disease by gene therapy.	1993	Jiao S, Gurevich V, Wolff JA.	Jiao S	60	Nature		8614472	01-04-1993	25-04-1996	37
8047164	Cloning and functional expression of a rat heart KATP channel.	1994	Ashford ML, Bond CT, Blair TA, Adelman JP.	Ashford ML	60	Nature		8524415	11-08-1994	21-12-1995	17
10698743	Dual signaling regulated by calcyon, a D1 dopamine receptor interacting protein.	2000	Lezcano N, Mrzljak L, Eubanks S, Levenson R, Goldman-Rakic P, Bergson C.	Lezcano N	60	Science		17170272	04-03-2000	16-12-2006	83
12759451	Neutrophil serine proteinases activate human nonepithelial cells to produce inflammatory cytokines through protease-activated receptor 2.	2003	Uehara A, Muramoto K, Takada H, Sugawara S.	Uehara A	60	J Immunol		20304834	22-05-2003	23-03-2010	83
18680715	The hepcidin-binding site on ferroportin is evolutionarily conserved.	2008	De Domenico I, Nemeth E, Nelson JM, Phillips JD, Ajioka RS, Kay MS, Kushner JP, Ganz T, Ward DM, Kaplan J.	De Domenico I	60	Cell Metab	N	25025111	06-08-2008	16-07-2014	72
21248137	Precision in visual working memory reaches a stable plateau when individual item limits are exceeded.	2011	Anderson DE, Vogel EK, Awh E.	Anderson DE	60	J Neurosci	N	26311785	21-01-2011	28-08-2015	56
21576509	Cutting edge: Human regulatory T cells require IL-35 to mediate suppression and infectious tolerance.	2011	Chaturvedi V, Collison LW, Guy CS, Workman CJ, Vignali DA.	Chaturvedi V	60	J Immunol	N	23913974	18-05-2011	06-08-2013	27
10463949	Death deflected: IL-15 inhibits TNF-alpha-mediated apoptosis in fibroblasts by TRAF2 recruitment to the IL-15Ralpha chain.	1999	Bulfone-Paus S, Bulanova E, Pohl T, Budagian V, Durkop H, Ruckert R, Kunzendorf U, Paus R, Krause H.	Bulfone-Paus S	59	FASEB J		21357251	27-08-1999	02-03-2011	140
10833523	Palmitoylation of caveolin-1 is required for cholesterol binding, chaperone complex formation, and rapid transport of cholesterol to caveolae.	2000	Uittenbogaard A, Smart EJ.	Uittenbogaard A	59	J Biol Chem		23457390	02-06-2000	05-03-2013	155
11136976	DNA-PKcs is required for activation of innate immunity by immunostimulatory DNA.	2000	Chu W, Gong X, Li Z, Takabayashi K, Ouyang H, Chen Y, Lois A, Chen DJ, Li GC, Karin M, Raz E.	Chu W	59	Cell		19203587	04-01-2001	11-02-2009	99
12618524	Inducible costimulator is essential for collagen-induced arthritis.	2003	Nurieva RI, Treuting P, Duong J, Flavell RA, Dong C.	Nurieva RI	59	J Clin Invest	N	14617761	06-03-2003	18-11-2003	9
19875476	Concomitant suppression of three target genes can explain the impact of a microRNA on metastasis.	2009	Valastyan S, Benaich N, Chang A, Reinhardt F, Weinberg RA.	Valastyan S	59	Genes Dev	N	25792602	31-10-2009	21-03-2015	66
22159096	Epigenetic enhancement of BDNF signaling rescues synaptic plasticity in aging.	2011	Zeng Y, Tan M, Kohyama J, Sneddon M, Watson JB, Sun YE, Xie CW.	Zeng Y	59	J Neurosci	N	24336737	14-12-2011	17-12-2013	24
376552	Insulin sensitivity and insulin binding to monocytes in maturity-onset diabetes.	1979	DeFronzo R, Deibert D, Hendler R, Felig P, Soman V.	DeFronzo R	58	J Clin Invest	N	7002682	01-05-1979	01-08-1980	15
11950966	Enantiomeric-dependent phytotoxic and antimicrobial activity of (+/-)-catechin. A rhizosecreted racemic mixture from spotted knapweed.	2002	Bais HP, Walker TS, Stermitz FR, Hufbauer RA, Vivanco JM.	Bais HP	58	Plant Physiol		19797431	16-04-2002	03-10-2009	91
15521078	Long-term results and risk factors influencing outcome of major bile duct injuries following cholecystectomy.	2005	Schmidt SC, Langrehr JM, Hintze RE, Neuhaus P.	Schmidt SC	58	Br J Surg		17209231	03-11-2004	09-01-2007	27
10411496	Worlds apart? The reception of genetically modified foods in Europe and the U.S.	1999	Gaskell G, Bauer MW, Durant J, Allum NC.	Gaskell G	57	Science		10877693	20-07-1999	06-07-2000	12
11665979	Infliximab in patients with primary SjÌ_gren's syndrome: a pilot study.	2001	Steinfeld SD, Demols P, Salmon I, Kiss R, Appelboom T.	Steinfeld SD	57	Arthritis Rheum		23565525	23-10-2001	09-04-2013	140
